,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
1,2015-12-11T00:00:00,4,0021500336,1610612744,GSW,Golden State,Warriors,24-0,26,31,25,21,7,14,0,0,0,0,0,0,0,0,124
0,2015-12-11T00:00:00,5,0021500337,1610612761,TOR,Toronto,Raptors,15-9,24,25,21,20,0,0,0,0,0,0,0,0,0,0,90
1,2015-12-11T00:00:00,5,0021500337,1610612749,MIL,Milwaukee,Bucks,9-15,17,14,29,23,0,0,0,0,0,0,0,0,0,0,83
0,2015-12-11T00:00:00,6,0021500338,1610612763,MEM,Memphis,Grizzlies,13-11,35,19,19,26,0,0,0,0,0,0,0,0,0,0,99
1,2015-12-11T00:00:00,6,0021500338,1610612766,CHA,Charlotte,Hornets,14-8,29,30,34,30,0,0,0,0,0,0,0,0,0,0,123
0,2015-12-11T00:00:00,7,0021500339,1610612740,NOP,New Orleans,Pelicans,6-16,29,26,22,30,0,0,0,0,0,0,0,0,0,0,107
1,2015-12-11T00:00:00,7,0021500339,1610612764,WAS,Washington,Wizards,9-12,27,27,23,28,0,0,0,0,0,0,0,0,0,0,105
0,2015-12-11T00:00:00,8,0021500340,1610612743,DEN,Denver,Nuggets,9-14,23,18,32,27,11,0,0,0,0,0,0,0,0,0,111
1,2015-12-11T00:00:00,8,0021500340,1610612750,MIN,Minnesota,Timberwolves,9-13,29,27,22,22,8,0,0,0,0,0,0,0,0,0,108
0,2015-12-11T00:00:00,9,0021500341,1610612762,UTA,Utah,Jazz,10-11,15,29,23,23,0,0,0,0,0,0,0,0,0,0,90
1,2015-12-11T00:00:00,9,0021500341,1610612760,OKC,Oklahoma City,Thunder,15-8,27,25,20,22,0,0,0,0,0,0,0,0,0,0,94
0,2015-12-11T00:00:00,10,0021500342,1610612759,SAS,San Antonio,Spurs,19-5,31,20,28,30,0,0,0,0,0,0,0,0,0,0,109
1,2015-12-11T00:00:00,10,0021500342,1610612747,LAL,Los Angeles,Lakers,3-20,27,22,22,16,0,0,0,0,0,0,0,0,0,0,87
0,2015-12-11T00:00:00,11,0021500343,1610612756,PHX,Phoenix,Suns,10-14,26,35,21,14,0,0,0,0,0,0,0,0,0,0,96
1,2015-12-11T00:00:00,11,0021500343,1610612757,POR,Portland,Trail Blazers,10-14,33,24,21,28,0,0,0,0,0,0,0,0,0,0,106
0,2015-12-12T00:00:00,1,0021500344,1610612751,BKN,Brooklyn,Nets,7-16,20,24,19,37,0,0,0,0,0,0,0,0,0,0,100
1,2015-12-12T00:00:00,1,0021500344,1610612746,LAC,LA,Clippers,14-10,28,29,20,28,0,0,0,0,0,0,0,0,0,0,105
0,2015-12-12T00:00:00,2,0021500345,1610612766,CHA,Charlotte,Hornets,14-9,17,25,27,24,0,0,0,0,0,0,0,0,0,0,93
1,2015-12-12T00:00:00,2,0021500345,1610612738,BOS,Boston,Celtics,14-10,16,22,35,25,0,0,0,0,0,0,0,0,0,0,98
0,2015-12-12T00:00:00,3,0021500346,1610612765,DET,Detroit,Pistons,14-11,28,37,37,16,0,0,0,0,0,0,0,0,0,0,118
1,2015-12-12T00:00:00,3,0021500346,1610612754,IND,Indiana,Pacers,13-9,29,26,24,17,0,0,0,0,0,0,0,0,0,0,96
0,2015-12-12T00:00:00,4,0021500347,1610612737,ATL,Atlanta,Hawks,14-11,13,12,30,23,0,0,0,0,0,0,0,0,0,0,78
1,2015-12-12T00:00:00,4,0021500347,1610612759,SAS,San Antonio,Spurs,20-5,22,25,32,24,0,0,0,0,0,0,0,0,0,0,103
0,2015-12-12T00:00:00,5,0021500348,1610612741,CHI,Chicago,Bulls,13-8,20,22,22,34,0,0,0,0,0,0,0,0,0,0,98
1,2015-12-12T00:00:00,5,0021500348,1610612740,NOP,New Orleans,Pelicans,6-17,28,17,25,24,0,0,0,0,0,0,0,0,0,0,94
0,2015-12-12T00:00:00,6,0021500349,1610612745,HOU,Houston,Rockets,12-12,32,31,28,35,0,0,0,0,0,0,0,0,0,0,126
1,2015-12-12T00:00:00,6,0021500349,1610612747,LAL,Los Angeles,Lakers,3-21,25,21,30,21,0,0,0,0,0,0,0,0,0,0,97
0,2015-12-12T00:00:00,7,0021500350,1610612742,DAL,Dallas,Mavericks,13-11,28,22,22,39,0,0,0,0,0,0,0,0,0,0,111
1,2015-12-12T00:00:00,7,0021500350,1610612764,WAS,Washington,Wizards,10-12,26,25,39,24,0,0,0,0,0,0,0,0,0,0,114
0,2015-12-12T00:00:00,8,0021500351,1610612749,MIL,Milwaukee,Bucks,10-15,30,29,21,28,0,0,0,0,0,0,0,0,0,0,108
1,2015-12-12T00:00:00,8,0021500351,1610612744,GSW,Golden State,Warriors,24-1,28,20,29,18,0,0,0,0,0,0,0,0,0,0,95
0,2015-12-12T00:00:00,9,0021500352,1610612757,POR,Portland,Trail Blazers,10-15,29,27,30,24,0,0,0,0,0,0,0,0,0,0,110
1,2015-12-12T00:00:00,9,0021500352,1610612752,NYK,New York,Knicks,11-14,21,34,21,36,0,0,0,0,0,0,0,0,0,0,112
0,2015-12-13T00:00:00,1,0021500353,1610612756,PHX,Phoenix,Suns,11-14,25,30,30,23,0,0,0,0,0,0,0,0,0,0,108
1,2015-12-13T00:00:00,1,0021500353,1610612750,MIN,Minnesota,Timberwolves,9-14,27,22,17,35,0,0,0,0,0,0,0,0,0,0,101
0,2015-12-13T00:00:00,2,0021500354,1610612748,MIA,Miami,Heat,13-9,21,27,23,29,0,0,0,0,0,0,0,0,0,0,100
1,2015-12-13T00:00:00,2,0021500354,1610612763,MEM,Memphis,Grizzlies,13-12,27,29,22,19,0,0,0,0,0,0,0,0,0,0,97
0,2015-12-13T00:00:00,3,0021500355,1610612761,TOR,Toronto,Raptors,16-9,32,20,17,27,0,0,0,0,0,0,0,0,0,0,96
1,2015-12-13T00:00:00,3,0021500355,1610612755,PHI,Philadelphia,76ers,1-24,24,20,14,18,0,0,0,0,0,0,0,0,0,0,76
0,2015-12-13T00:00:00,4,0021500356,1610612760,OKC,Oklahoma City,Thunder,16-8,16,22,33,25,8,0,0,0,0,0,0,0,0,0,104
1,2015-12-13T00:00:00,4,0021500356,1610612762,UTA,Utah,Jazz,10-12,21,30,25,20,2,0,0,0,0,0,0,0,0,0,98
0,2015-12-14T00:00:00,1,0021500357,1610612754,IND,Indiana,Pacers,14-9,27,25,21,33,0,0,0,0,0,0,0,0,0,0,106
1,2015-12-14T00:00:00,1,0021500357,1610612761,TOR,Toronto,Raptors,16-10,28,13,23,26,0,0,0,0,0,0,0,0,0,0,90
0,2015-12-14T00:00:00,2,0021500358,1610612751,BKN,Brooklyn,Nets,7-17,25,20,24,13,0,0,0,0,0,0,0,0,0,0,82
1,2015-12-14T00:00:00,2,0021500358,1610612753,ORL,Orlando,Magic,13-11,25,27,31,22,0,0,0,0,0,0,0,0,0,0,105
0,2015-12-14T00:00:00,3,0021500359,1610612765,DET,Detroit,Pistons,14-12,27,12,24,31,9,0,0,0,0,0,0,0,0,0,103
1,2015-12-14T00:00:00,3,0021500359,1610612746,LAC,LA,Clippers,15-10,27,21,25,21,11,0,0,0,0,0,0,0,0,0,105
0,2015-12-14T00:00:00,4,0021500360,1610612737,ATL,Atlanta,Hawks,14-12,20,18,23,27,0,0,0,0,0,0,0,0,0,0,88
1,2015-12-14T00:00:00,4,0021500360,1610612748,MIA,Miami,Heat,14-9,22,25,27,26,0,0,0,0,0,0,0,0,0,0,100
0,2015-12-14T00:00:00,5,0021500361,1610612741,CHI,Chicago,Bulls,14-8,24,27,34,30,0,0,0,0,0,0,0,0,0,0,115
1,2015-12-14T00:00:00,5,0021500361,1610612755,PHI,Philadelphia,76ers,1-25,19,37,12,28,0,0,0,0,0,0,0,0,0,0,96
0,2015-12-14T00:00:00,6,0021500362,1610612763,MEM,Memphis,Grizzlies,14-12,25,32,26,29,0,0,0,0,0,0,0,0,0,0,112
1,2015-12-14T00:00:00,6,0021500362,1610612764,WAS,Washington,Wizards,10-13,21,25,15,34,0,0,0,0,0,0,0,0,0,0,95
0,2015-12-14T00:00:00,7,0021500363,1610612742,DAL,Dallas,Mavericks,14-11,25,21,31,27,0,0,0,0,0,0,0,0,0,0,104
1,2015-12-14T00:00:00,7,0021500363,1610612756,PHX,Phoenix,Suns,11-15,21,22,15,36,0,0,0,0,0,0,0,0,0,0,94
0,2015-12-14T00:00:00,8,0021500364,1610612759,SAS,San Antonio,Spurs,21-5,29,30,39,20,0,0,0,0,0,0,0,0,0,0,118
1,2015-12-14T00:00:00,8,0021500364,1610612762,UTA,Utah,Jazz,10-13,15,21,22,23,0,0,0,0,0,0,0,0,0,0,81
0,2015-12-14T00:00:00,9,0021500365,1610612743,DEN,Denver,Nuggets,10-14,36,18,34,26,0,0,0,0,0,0,0,0,0,0,114
1,2015-12-14T00:00:00,9,0021500365,1610612745,HOU,Houston,Rockets,12-13,22,36,24,26,0,0,0,0,0,0,0,0,0,0,108
0,2015-12-14T00:00:00,10,0021500366,1610612757,POR,Portland,Trail Blazers,11-15,26,24,28,27,0,0,0,0,0,0,0,0,0,0,105
1,2015-12-14T00:00:00,10,0021500366,1610612740,NOP,New Orleans,Pelicans,6-18,31,17,21,32,0,0,0,0,0,0,0,0,0,0,101
0,2015-12-15T00:00:00,1,0021500367,1610612738,BOS,Boston,Celtics,14-11,25,21,15,16,0,0,0,0,0,0,0,0,0,0,77
1,2015-12-15T00:00:00,1,0021500367,1610612739,CLE,Cleveland,Cavaliers,16-7,23,17,29,20,0,0,0,0,0,0,0,0,0,0,89
0,2015-12-15T00:00:00,2,0021500368,1610612750,MIN,Minnesota,Timberwolves,9-15,24,25,31,20,0,0,0,0,0,0,0,0,0,0,100
1,2015-12-15T00:00:00,2,0021500368,1610612743,DEN,Denver,Nuggets,11-14,27,36,29,20,0,0,0,0,0,0,0,0,0,0,112
0,2015-12-15T00:00:00,3,0021500369,1610612758,SAC,Sacramento,Kings,10-15,31,26,25,25,0,0,0,0,0,0,0,0,0,0,107
1,2015-12-15T00:00:00,3,0021500369,1610612745,HOU,Houston,Rockets,12-14,31,19,24,23,0,0,0,0,0,0,0,0,0,0,97
0,2015-12-15T00:00:00,4,0021500370,1610612747,LAL,Los Angeles,Lakers,4-21,30,25,31,27,0,0,0,0,0,0,0,0,0,0,113
1,2015-12-15T00:00:00,4,0021500370,1610612749,MIL,Milwaukee,Bucks,10-16,25,21,20,29,0,0,0,0,0,0,0,0,0,0,95
0,2015-12-16T00:00:00,1,0021500371,1610612754,IND,Indiana,Pacers,15-9,20,25,30,32,0,0,0,0,0,0,0,0,0,0,107
1,2015-12-16T00:00:00,1,0021500371,1610612742,DAL,Dallas,Mavericks,14-12,19,28,17,17,0,0,0,0,0,0,0,0,0,0,81
0,2015-12-16T00:00:00,2,0021500372,1610612753,ORL,Orlando,Magic,14-11,30,28,31,24,0,0,0,0,0,0,0,0,0,0,113
1,2015-12-16T00:00:00,2,0021500372,1610612766,CHA,Charlotte,Hornets,14-10,23,22,28,25,0,0,0,0,0,0,0,0,0,0,98
0,2015-12-16T00:00:00,3,0021500373,1610612751,BKN,Brooklyn,Nets,7-18,30,20,28,20,0,0,0,0,0,0,0,0,0,0,98
1,2015-12-16T00:00:00,3,0021500373,1610612748,MIA,Miami,Heat,15-9,22,33,29,20,0,0,0,0,0,0,0,0,0,0,104
0,2015-12-16T00:00:00,4,0021500374,1610612765,DET,Detroit,Pistons,15-12,18,37,30,34,0,0,0,0,0,0,0,0,0,0,119
1,2015-12-16T00:00:00,4,0021500374,1610612738,BOS,Boston,Celtics,14-12,25,27,31,33,0,0,0,0,0,0,0,0,0,0,116
0,2015-12-16T00:00:00,5,0021500375,1610612752,NYK,New York,Knicks,12-14,27,33,18,29,0,0,0,0,0,0,0,0,0,0,107
1,2015-12-16T00:00:00,5,0021500375,1610612750,MIN,Minnesota,Timberwolves,9-16,26,14,30,32,0,0,0,0,0,0,0,0,0,0,102
0,2015-12-16T00:00:00,6,0021500376,1610612737,ATL,Atlanta,Hawks,15-12,32,34,36,25,0,0,0,0,0,0,0,0,0,0,127
1,2015-12-16T00:00:00,6,0021500376,1610612755,PHI,Philadelphia,76ers,1-26,23,32,21,30,0,0,0,0,0,0,0,0,0,0,106
0,2015-12-16T00:00:00,7,0021500377,1610612741,CHI,Chicago,Bulls,15-8,30,20,24,24,0,0,0,0,0,0,0,0,0,0,98
1,2015-12-16T00:00:00,7,0021500377,1610612763,MEM,Memphis,Grizzlies,14-13,26,27,13,19,0,0,0,0,0,0,0,0,0,0,85
0,2015-12-16T00:00:00,8,0021500378,1610612760,OKC,Oklahoma City,Thunder,17-8,31,21,36,18,0,0,0,0,0,0,0,0,0,0,106
1,2015-12-16T00:00:00,8,0021500378,1610612757,POR,Portland,Trail Blazers,11-16,26,19,22,23,0,0,0,0,0,0,0,0,0,0,90
0,2015-12-16T00:00:00,9,0021500379,1610612759,SAS,San Antonio,Spurs,22-5,26,29,31,28,0,0,0,0,0,0,0,0,0,0,114
1,2015-12-16T00:00:00,9,0021500379,1610612764,WAS,Washington,Wizards,10-14,31,21,19,24,0,0,0,0,0,0,0,0,0,0,95
0,2015-12-16T00:00:00,10,0021500380,1610612762,UTA,Utah,Jazz,10-14,24,26,29,15,0,0,0,0,0,0,0,0,0,0,94
1,2015-12-16T00:00:00,10,0021500380,1610612740,NOP,New Orleans,Pelicans,7-18,27,24,22,31,0,0,0,0,0,0,0,0,0,0,104
0,2015-12-16T00:00:00,11,0021500381,1610612744,GSW,Golden State,Warriors,25-1,26,33,46,23,0,0,0,0,0,0,0,0,0,0,128
1,2015-12-16T00:00:00,11,0021500381,1610612756,PHX,Phoenix,Suns,11-16,28,18,19,38,0,0,0,0,0,0,0,0,0,0,103
0,2015-12-16T00:00:00,12,0021500382,1610612746,LAC,LA,Clippers,16-10,29,25,24,25,0,0,0,0,0,0,0,0,0,0,103
1,2015-12-16T00:00:00,12,0021500382,1610612749,MIL,Milwaukee,Bucks,10-17,21,22,23,24,0,0,0,0,0,0,0,0,0,0,90
0,2015-12-17T00:00:00,1,0021500383,1610612766,CHA,Charlotte,Hornets,15-10,25,31,21,13,19,0,0,0,0,0,0,0,0,0,109
1,2015-12-17T00:00:00,1,0021500383,1610612761,TOR,Toronto,Raptors,16-11,20,24,21,25,9,0,0,0,0,0,0,0,0,0,99
0,2015-12-17T00:00:00,2,0021500384,1610612739,CLE,Cleveland,Cavaliers,17-7,26,20,28,30,0,0,0,0,0,0,0,0,0,0,104
1,2015-12-17T00:00:00,2,0021500384,1610612760,OKC,Oklahoma City,Thunder,17-9,28,19,31,22,0,0,0,0,0,0,0,0,0,0,100
0,2015-12-17T00:00:00,3,0021500385,1610612747,LAL,Los Angeles,Lakers,4-22,18,21,29,19,0,0,0,0,0,0,0,0,0,0,87
1,2015-12-17T00:00:00,3,0021500385,1610612745,HOU,Houston,Rockets,13-14,29,23,26,29,0,0,0,0,0,0,0,0,0,0,107
0,2015-12-18T00:00:00,1,0021500386,1610612754,IND,Indiana,Pacers,16-9,23,26,23,32,0,0,0,0,0,0,0,0,0,0,104
1,2015-12-18T00:00:00,1,0021500386,1610612751,BKN,Brooklyn,Nets,7-19,18,29,30,20,0,0,0,0,0,0,0,0,0,0,97
0,2015-12-18T00:00:00,2,0021500387,1610612753,ORL,Orlando,Magic,15-11,29,20,25,28,0,0,0,0,0,0,0,0,0,0,102
1,2015-12-18T00:00:00,2,0021500387,1610612757,POR,Portland,Trail Blazers,11-17,26,22,20,26,0,0,0,0,0,0,0,0,0,0,94
0,2015-12-18T00:00:00,3,0021500388,1610612755,PHI,Philadelphia,76ers,1-27,23,21,24,29,0,0,0,0,0,0,0,0,0,0,97
1,2015-12-18T00:00:00,3,0021500388,1610612752,NYK,New York,Knicks,13-14,30,35,24,18,0,0,0,0,0,0,0,0,0,0,107
0,2015-12-18T00:00:00,4,0021500389,1610612738,BOS,Boston,Celtics,14-13,25,18,30,28,0,0,0,0,0,0,0,0,0,0,101
1,2015-12-18T00:00:00,4,0021500389,1610612737,ATL,Atlanta,Hawks,16-12,19,23,29,38,0,0,0,0,0,0,0,0,0,0,109
0,2015-12-18T00:00:00,5,0021500390,1610612748,MIA,Miami,Heat,15-10,25,30,22,17,0,0,0,0,0,0,0,0,0,0,94
1,2015-12-18T00:00:00,5,0021500390,1610612761,TOR,Toronto,Raptors,17-11,27,23,31,27,0,0,0,0,0,0,0,0,0,0,108
0,2015-12-18T00:00:00,6,0021500391,1610612741,CHI,Chicago,Bulls,15-9,27,25,25,28,11,7,4,17,0,0,0,0,0,0,144
1,2015-12-18T00:00:00,6,0021500391,1610612765,DET,Detroit,Pistons,16-12,30,25,19,31,11,7,4,20,0,0,0,0,0,0,147
0,2015-12-18T00:00:00,7,0021500392,1610612750,MIN,Minnesota,Timberwolves,10-16,31,27,25,16,0,0,0,0,0,0,0,0,0,0,99
1,2015-12-18T00:00:00,7,0021500392,1610612758,SAC,Sacramento,Kings,10-16,24,30,23,18,0,0,0,0,0,0,0,0,0,0,95
0,2015-12-18T00:00:00,8,0021500393,1610612759,SAS,San Antonio,Spurs,23-5,26,29,30,30,0,0,0,0,0,0,0,0,0,0,115
1,2015-12-18T00:00:00,8,0021500393,1610612746,LAC,LA,Clippers,16-11,30,25,33,19,0,0,0,0,0,0,0,0,0,0,107
0,2015-12-18T00:00:00,9,0021500394,1610612742,DAL,Dallas,Mavericks,15-12,25,30,20,22,0,0,0,0,0,0,0,0,0,0,97
1,2015-12-18T00:00:00,9,0021500394,1610612763,MEM,Memphis,Grizzlies,14-14,26,23,17,22,0,0,0,0,0,0,0,0,0,0,88
0,2015-12-18T00:00:00,10,0021500395,1610612762,UTA,Utah,Jazz,11-14,30,23,24,20,0,0,0,0,0,0,0,0,0,0,97
1,2015-12-18T00:00:00,10,0021500395,1610612743,DEN,Denver,Nuggets,11-15,23,26,24,15,0,0,0,0,0,0,0,0,0,0,88
0,2015-12-18T00:00:00,11,0021500396,1610612756,PHX,Phoenix,Suns,12-16,28,25,24,27,0,0,0,0,0,0,0,0,0,0,104
1,2015-12-18T00:00:00,11,0021500396,1610612740,NOP,New Orleans,Pelicans,7-19,17,25,22,24,0,0,0,0,0,0,0,0,0,0,88
0,2015-12-18T00:00:00,12,0021500397,1610612744,GSW,Golden State,Warriors,26-1,33,25,27,36,0,0,0,0,0,0,0,0,0,0,121
1,2015-12-18T00:00:00,12,0021500397,1610612749,MIL,Milwaukee,Bucks,10-18,36,34,23,19,0,0,0,0,0,0,0,0,0,0,112
0,2015-12-19T00:00:00,1,0021500398,1610612760,OKC,Oklahoma City,Thunder,18-9,35,32,25,26,0,0,0,0,0,0,0,0,0,0,118
1,2015-12-19T00:00:00,1,0021500398,1610612747,LAL,Los Angeles,Lakers,4-23,15,26,14,23,0,0,0,0,0,0,0,0,0,0,78
0,2015-12-19T00:00:00,2,0021500399,1610612764,WAS,Washington,Wizards,11-14,28,31,27,23,0,0,0,0,0,0,0,0,0,0,109
1,2015-12-19T00:00:00,2,0021500399,1610612766,CHA,Charlotte,Hornets,15-11,27,26,22,26,0,0,0,0,0,0,0,0,0,0,101
0,2015-12-19T00:00:00,3,0021500400,1610612752,NYK,New York,Knicks,14-14,25,24,28,30,0,0,0,0,0,0,0,0,0,0,107
1,2015-12-19T00:00:00,3,0021500400,1610612741,CHI,Chicago,Bulls,15-10,18,21,29,23,0,0,0,0,0,0,0,0,0,0,91
0,2015-12-19T00:00:00,4,0021500401,1610612745,HOU,Houston,Rockets,14-14,38,19,26,24,0,0,0,0,0,0,0,0,0,0,107
1,2015-12-19T00:00:00,4,0021500401,1610612746,LAC,LA,Clippers,16-12,17,29,25,26,0,0,0,0,0,0,0,0,0,0,97
0,2015-12-19T00:00:00,5,0021500402,1610612763,MEM,Memphis,Grizzlies,15-14,21,23,26,26,0,0,0,0,0,0,0,0,0,0,96
1,2015-12-19T00:00:00,5,0021500402,1610612754,IND,Indiana,Pacers,16-10,16,27,23,18,0,0,0,0,0,0,0,0,0,0,84
0,2015-12-20T00:00:00,1,0021500403,1610612751,BKN,Brooklyn,Nets,7-20,16,27,22,20,0,0,0,0,0,0,0,0,0,0,85
1,2015-12-20T00:00:00,1,0021500403,1610612750,MIN,Minnesota,Timberwolves,11-16,26,26,23,25,0,0,0,0,0,0,0,0,0,0,100
0,2015-12-20T00:00:00,2,0021500404,1610612748,MIA,Miami,Heat,16-10,23,29,30,34,0,0,0,0,0,0,0,0,0,0,116
1,2015-12-20T00:00:00,2,0021500404,1610612757,POR,Portland,Trail Blazers,11-18,32,30,24,23,0,0,0,0,0,0,0,0,0,0,109
0,2015-12-20T00:00:00,3,0021500405,1610612739,CLE,Cleveland,Cavaliers,18-7,21,34,33,20,0,0,0,0,0,0,0,0,0,0,108
1,2015-12-20T00:00:00,3,0021500405,1610612755,PHI,Philadelphia,76ers,1-28,25,13,22,26,0,0,0,0,0,0,0,0,0,0,86
0,2015-12-20T00:00:00,4,0021500406,1610612756,PHX,Phoenix,Suns,12-17,26,27,18,24,0,0,0,0,0,0,0,0,0,0,95
1,2015-12-20T00:00:00,4,0021500406,1610612749,MIL,Milwaukee,Bucks,11-18,27,18,25,31,0,0,0,0,0,0,0,0,0,0,101
0,2015-12-20T00:00:00,5,0021500407,1610612753,ORL,Orlando,Magic,15-12,29,13,36,22,0,0,0,0,0,0,0,0,0,0,100
1,2015-12-20T00:00:00,5,0021500407,1610612737,ATL,Atlanta,Hawks,17-12,25,27,25,26,0,0,0,0,0,0,0,0,0,0,103
0,2015-12-20T00:00:00,6,0021500408,1610612761,TOR,Toronto,Raptors,17-12,18,30,22,24,0,0,0,0,0,0,0,0,0,0,94
1,2015-12-20T00:00:00,6,0021500408,1610612758,SAC,Sacramento,Kings,11-16,37,18,23,26,0,0,0,0,0,0,0,0,0,0,104
0,2015-12-20T00:00:00,7,0021500409,1610612743,DEN,Denver,Nuggets,11-16,31,43,22,29,0,0,0,0,0,0,0,0,0,0,125
1,2015-12-20T00:00:00,7,0021500409,1610612740,NOP,New Orleans,Pelicans,8-19,36,31,32,31,0,0,0,0,0,0,0,0,0,0,130
0,2015-12-21T00:00:00,1,0021500410,1610612764,WAS,Washington,Wizards,12-14,34,29,21,29,0,0,0,0,0,0,0,0,0,0,113
1,2015-12-21T00:00:00,1,0021500410,1610612758,SAC,Sacramento,Kings,11-17,35,24,25,15,0,0,0,0,0,0,0,0,0,0,99
0,2015-12-21T00:00:00,2,0021500411,1610612738,BOS,Boston,Celtics,15-13,34,26,32,21,0,0,0,0,0,0,0,0,0,0,113
1,2015-12-21T00:00:00,2,0021500411,1610612750,MIN,Minnesota,Timberwolves,11-17,26,27,19,27,0,0,0,0,0,0,0,0,0,0,99
0,2015-12-21T00:00:00,3,0021500412,1610612752,NYK,New York,Knicks,14-15,21,25,27,26,0,0,0,0,0,0,0,0,0,0,99
1,2015-12-21T00:00:00,3,0021500412,1610612753,ORL,Orlando,Magic,16-12,29,23,26,29,0,0,0,0,0,0,0,0,0,0,107
0,2015-12-21T00:00:00,4,0021500413,1610612737,ATL,Atlanta,Hawks,18-12,26,29,22,29,0,0,0,0,0,0,0,0,0,0,106
1,2015-12-21T00:00:00,4,0021500413,1610612757,POR,Portland,Trail Blazers,11-19,17,26,15,39,0,0,0,0,0,0,0,0,0,0,97
0,2015-12-21T00:00:00,5,0021500414,1610612741,CHI,Chicago,Bulls,15-11,22,33,23,24,0,0,0,0,0,0,0,0,0,0,102
1,2015-12-21T00:00:00,5,0021500414,1610612751,BKN,Brooklyn,Nets,8-20,29,29,27,20,0,0,0,0,0,0,0,0,0,0,105
0,2015-12-21T00:00:00,6,0021500415,1610612745,HOU,Houston,Rockets,15-14,27,18,24,33,0,0,0,0,0,0,0,0,0,0,102
1,2015-12-21T00:00:00,6,0021500415,1610612766,CHA,Charlotte,Hornets,15-12,28,16,16,35,0,0,0,0,0,0,0,0,0,0,95
0,2015-12-21T00:00:00,7,0021500416,1610612759,SAS,San Antonio,Spurs,24-5,23,27,29,27,0,0,0,0,0,0,0,0,0,0,106
1,2015-12-21T00:00:00,7,0021500416,1610612754,IND,Indiana,Pacers,16-11,21,27,22,22,0,0,0,0,0,0,0,0,0,0,92
0,2015-12-21T00:00:00,8,0021500417,1610612762,UTA,Utah,Jazz,12-14,33,21,25,31,0,0,0,0,0,0,0,0,0,0,110
1,2015-12-21T00:00:00,8,0021500417,1610612756,PHX,Phoenix,Suns,12-18,21,22,18,28,0,0,0,0,0,0,0,0,0,0,89
0,2015-12-21T00:00:00,9,0021500418,1610612746,LAC,LA,Clippers,16-13,29,23,25,22,0,0,0,0,0,0,0,0,0,0,99
1,2015-12-21T00:00:00,9,0021500418,1610612760,OKC,Oklahoma City,Thunder,19-9,23,27,22,28,0,0,0,0,0,0,0,0,0,0,100
0,2015-12-22T00:00:00,1,0021500419,1610612755,PHI,Philadelphia,76ers,1-29,23,24,19,24,0,0,0,0,0,0,0,0,0,0,90
1,2015-12-22T00:00:00,1,0021500419,1610612763,MEM,Memphis,Grizzlies,16-14,31,22,24,27,0,0,0,0,0,0,0,0,0,0,104
0,2015-12-22T00:00:00,2,0021500420,1610612748,MIA,Miami,Heat,16-11,34,18,23,17,0,0,0,0,0,0,0,0,0,0,92
1,2015-12-22T00:00:00,2,0021500420,1610612765,DET,Detroit,Pistons,17-12,18,36,18,21,0,0,0,0,0,0,0,0,0,0,93
0,2015-12-22T00:00:00,3,0021500421,1610612761,TOR,Toronto,Raptors,18-12,32,17,23,31,0,0,0,0,0,0,0,0,0,0,103
1,2015-12-22T00:00:00,3,0021500421,1610612742,DAL,Dallas,Mavericks,15-13,16,20,31,32,0,0,0,0,0,0,0,0,0,0,99
0,2015-12-22T00:00:00,4,0021500422,1610612743,DEN,Denver,Nuggets,11-17,34,30,16,27,0,0,0,0,0,0,0,0,0,0,107
1,2015-12-22T00:00:00,4,0021500422,1610612747,LAL,Los Angeles,Lakers,5-23,26,25,32,28,0,0,0,0,0,0,0,0,0,0,111
0,2015-12-23T00:00:00,1,0021500423,1610612766,CHA,Charlotte,Hornets,15-13,21,19,22,27,0,0,0,0,0,0,0,0,0,0,89
1,2015-12-23T00:00:00,1,0021500423,1610612738,BOS,Boston,Celtics,16-13,29,18,27,28,0,0,0,0,0,0,0,0,0,0,102
0,2015-12-23T00:00:00,2,0021500424,1610612739,CLE,Cleveland,Cavaliers,19-7,31,24,17,19,0,0,0,0,0,0,0,0,0,0,91
1,2015-12-23T00:00:00,2,0021500424,1610612752,NYK,New York,Knicks,14-16,24,26,22,12,0,0,0,0,0,0,0,0,0,0,84
0,2015-12-23T00:00:00,3,0021500425,1610612754,IND,Indiana,Pacers,16-12,27,22,33,24,0,0,0,0,0,0,0,0,0,0,106
1,2015-12-23T00:00:00,3,0021500425,1610612758,SAC,Sacramento,Kings,12-17,30,34,20,24,0,0,0,0,0,0,0,0,0,0,108
0,2015-12-23T00:00:00,4,0021500426,1610612753,ORL,Orlando,Magic,17-12,27,32,28,17,0,0,0,0,0,0,0,0,0,0,104
1,2015-12-23T00:00:00,4,0021500426,1610612745,HOU,Houston,Rockets,15-15,33,20,21,27,0,0,0,0,0,0,0,0,0,0,101
0,2015-12-23T00:00:00,5,0021500427,1610612764,WAS,Washington,Wizards,13-14,25,34,22,19,0,0,0,0,0,0,0,0,0,0,100
